YEAR	POP	AGE	BA	STI_NB	STI_BA	ASSYM	CANOPY_RATIO	UNDER_NB	OVER_NB	UNDER_BA	OVER_BA	UNDER_AGE	OVER_AGE	WATER_CONSUMED	WATER_NEEDED	WATER_CONSUMED_A	WATER_CONSUMED_B	WATER_CONSUMED_C	WATER_CONSUMED_D	WATER_CONSUMED_E	WATER_NEEDED_A	WATER_NEEDED_B	WATER_NEEDED_C	WATER_NEEDED_D	WATER_NEEDED_E	WATER_CONSUMED_INTOLERANT	WATER_NEEDED_INTOLERANT	WATER_CONSUMED_TOLERANT	WATER_NEEDED_TOLERANT	POP_A	POP_B	POP_C	POP_D	POP_E	POP_TOLERANT	POP_INTOLERANT
1	0	0	0	-nan	-nan	-nan	0	0	10	0	1.72138472	-nan	1	0.002250671387	0.0004368088187	0.000675201416	0.001575469971	0	0	0	0.0001337494256	0.0003030593932	0	0	0	0.001285552979	0.0002483638748	0.0009651184082	0.0001884449439	5	5	0	0	0	0	5	5
2	0	0	0	-nan	-nan	-nan	0	0	20	0	3.450651197	-nan	1.5	0.004272460938	0.0008463185184	0.001171112061	0.003101348877	0	0	0	0.0002356722643	0.0006106462541	0	0	0	0.00252532959	0.0004918341662	0.001747131348	0.0003544843522	11	9	0	0	0	0	10	10
3	2	3	0.8458781153	0	0	0.9030054207	0	0	29	0	5.131369598	-nan	2	0.006427764893	0.001253870735	0.002578735352	0.003849029541	0	0	0	0.0005126524636	0.0007412182718	0	0	0	0.00366973877	0.0007068853022	0.002758026123	0.0005469854332	20	9	0	0	0	0	15	14
4	5	3.8	2.317486582	0	0	0.9346532759	0	0	38	0	7.742380402	-nan	2.5	0.009819030762	0.00191294685	0.003971099854	0.005847930908	0	0	0	0.0007660409589	0.001146905892	0	0	0	0.005500793457	0.001067671255	0.004318237305	0.0008452755959	25	13	0	0	0	0	20	18
5	7	4.714285714	3.714774199	0.1428571429	0.1158640419	0.973799095	0	0	48	0	11.16888747	-nan	2.979166667	0.01420211792	0.002774800997	0.003517150879	0.01068496704	0	0	0	0.0006725347141	0.002102266283	0	0	0	0.007957460352	0.001565104225	0.006244657568	0.001209696772	23	25	0	0	0	0	25	23
6	9	5.222222222	5.289885243	0.2222222222	0.1668697151	0.9864457518	0	0	58	0	14.70161004	-nan	3.465517241	0.01856231689	0.003649928421	0.003803765688	0.01475855121	0	0	0	0.0007480940013	0.002901834419	0	0	0	0.01065775165	0.002094513151	0.007904565248	0.00155541527	26	32	0	0	0	0	30	28
7	15	5.666666667	8.727622741	0.2	0.1565890268	0.9752171908	0.00390625	0	68	0	19.19279494	-nan	3.955882353	0.02445602417	0.004796926433	0.004150721428	0.017013219	0.00329208374	0	0	0.0008087593261	0.003336137324	0.0006520297827	0	0	0.01434061118	0.002815836071	0.01011541299	0.001981090362	27	38	3	0	0	0	35	33
8	19	6.578947368	12.07618789	0.2105263158	0.1625936325	0.9942721154	0.0078125	0	77	0	24.40857502	-nan	4.467532468	0.03137969971	0.006139043914	0.00468595497	0.0194255756	0.007268169137	0	0	0.000903328789	0.003814395841	0.001421319284	0	0	0.01883663922	0.003683450356	0.01254306049	0.002455593558	28	43	6	0	0	0	40	37
9	24	6.833333333	15.73174716	0.25	0.1927019215	0.9786192502	0.0078125	0	86	0	29.40808374	-nan	4.906976744	0.03759002686	0.007422680425	0.0044851057	0.0259678048	0.007137116355	0	0	0.0008750705765	0.005142652061	0.001404957788	0	0	0.02261671803	0.004462824733	0.01497330882	0.002959855693	27	54	5	0	0	0	45	41
10	36	6.972222222	23.53628498	0.3055555556	0.2324794091	0.9778946745	0.0078125	0	95	0	35.9272517	-nan	5.421052632	0.04582977295	0.00910609423	0.004309119027	0.03099520682	0.0105254471	0	0	0.0008613296786	0.006158444697	0.002086319854	0	0	0.02825163436	0.005594764602	0.01757813858	0.003511329627	27	61	7	0	0	0	49	46
11	46	7.739130435	31.53688092	0.3260869565	0.24556058	0.9771305211	0.015625	1	104	0.09649446506	43.2543736	7	5.894230769	0.05575180054	0.01105829086	0.00502606438	0.03100102005	0.0197247161	0	0	0.0009893316412	0.006159671732	0.003909287485	0	0	0.03513306845	0.006970335817	0.02061873209	0.004087955041	31	60	14	0	0	0	54	51
