YEAR	POP	AGE	BA	STI_NB	STI_BA	ASSYM	CANOPY_RATIO	UNDER_NB	OVER_NB	UNDER_BA	OVER_BA	UNDER_AGE	OVER_AGE	WATER_CONSUMED	WATER_NEEDED	WATER_CONSUMED_A	WATER_CONSUMED_B	WATER_CONSUMED_C	WATER_CONSUMED_D	WATER_CONSUMED_E	WATER_NEEDED_A	WATER_NEEDED_B	WATER_NEEDED_C	WATER_NEEDED_D	WATER_NEEDED_E	WATER_CONSUMED_INTOLERANT	WATER_NEEDED_INTOLERANT	WATER_CONSUMED_TOLERANT	WATER_NEEDED_TOLERANT	POP_A	POP_B	POP_C	POP_D	POP_E	POP_TOLERANT	POP_INTOLERANT
1	0	0	0	-nan	-nan	-nan	0	0	10	0	2.095093791	-nan	1	0.002784729004	0.0004801985463	0.0006561279297	0.002128601074	0	0	0	0.0001086455978	0.0003715529485	0	0	0	0.001575469971	0.0002680886359	0.001209259033	0.0002121099104	4	6	0	0	0	0	5	5
2	0	0	0	-nan	-nan	-nan	0.00390625	0	20	0	3.7331823	-nan	1.5	0.004623413086	0.0008218381187	0.001663208008	0.002960205078	0	0	0	0.0002928529947	0.000528985124	0	0	0	0.002601623535	0.0004671545662	0.002021789551	0.0003546835525	12	8	0	0	0	0	10	10
3	3	3	1.313711076	0	0	0.9031154921	0.0078125	0	30	0	5.951237883	-nan	2	0.007545471191	0.001309204866	0.00212097168	0.005424499512	0	0	0	0.000369368182	0.0009398366839	0	0	0	0.004100799561	0.0007140383335	0.003444671631	0.0005951665324	16	14	0	0	0	0	15	15
4	5	4	2.39509244	0.2	0.1639705912	0.9707484366	0.01171875	0	40	0	9.112846979	-nan	2.5	0.01163864136	0.002024488691	0.002384185791	0.009254455566	0	0	0	0.000414928192	0.001609560499	0	0	0	0.006393432617	0.001105959468	0.00524520874	0.0009185292231	17	23	0	0	0	0	20	20
5	8	5	4.145255703	0.375	0.3000114675	0.9913950172	0.013671875	0	50	0	12.68285608	-nan	3	0.01607131958	0.002820755239	0.003810882568	0.01226043701	0	0	0	0.0006701259578	0.002150629281	0	0	0	0.009113311768	0.00160316951	0.006958007812	0.001217585729	23	27	0	0	0	0	25	25
6	14	5.142857143	7.433943313	0.2142857143	0.1879093264	0.9532294023	0.015625	0	60	0	16.31804343	-nan	3.5	0.02070617676	0.003635455326	0.003601074219	0.01505279541	0.002052307129	0	0	0.0006353335612	0.002643272918	0.0003568488464	0	0	0.01222991943	0.002140070689	0.008476257324	0.001495384637	24	34	2	0	0	0	30	30
7	19	5.736842105	10.87696317	0.2631578947	0.2147206305	0.9685855195	0.01953125	0	70	0	21.71659339	-nan	4	0.02785491943	0.004875309008	0.003742218018	0.02054595947	0.003566741943	0	0	0.0006515285873	0.0035992033	0.0006245771201	0	0	0.01669311523	0.002909061491	0.0111618042	0.001966247517	23	44	3	0	0	0	35	35
8	22	6.045454545	13.50293494	0.2727272727	0.2241718123	0.9842596488	0.025390625	0	79	0	26.59440654	-nan	4.455696203	0.03386688232	0.005975933352	0.003979998098	0.02486674262	0.005020141602	0	0	0.0006950167892	0.004404660126	0.0008762564369	0	0	0.0203704834	0.003577245035	0.01349639893	0.002398688317	24	51	4	0	0	0	40	39
9	36	6.611111111	21.88660187	0.2777777778	0.2289964023	0.9873406685	0.044921875	1	86	0.2381176391	32.25908	1	5.069767442	0.04114151001	0.007357695853	0.004657129442	0.02971135336	0.006773027212	0	0	0.0008120225056	0.005332302595	0.001213370753	0	0	0.02501486875	0.00450898382	0.01612664126	0.002848712033	27	55	5	0	0	0	44	43
10	42	7.428571429	28.30233835	0.2857142857	0.226028216	0.9826400589	0.06640625	1	96	0.2438999868	39.53376857	2	5.541666667	0.05020523071	0.009057837317	0.00417379471	0.03149547213	0.01453596388	0	0	0.0007528564794	0.005713000267	0.002591980571	0	0	0.03145437744	0.005703901397	0.01875085327	0.00335393592	26	60	11	0	0	0	49	48
11	49	8	35.1459811	0.3469387755	0.2602767898	0.9834931726	0.07421875	2	103	0.1749654541	46.70182145	1	6.087378641	0.05913162231	0.01075748169	0.003164835578	0.03725192637	0.01871486036	0	0	0.000578098735	0.006812833054	0.003366549903	0	0	0.03682551857	0.00675911295	0.02230610375	0.003998368742	21	71	13	0	0	0	53	52
12	54	8.537037037	42.46312555	0.3518518519	0.2578506531	0.9693807082	0.08203125	2	111	0.1786716466	54.88045961	2	6.504504505	0.06924438477	0.0127109142	0.003210623599	0.03407168778	0.02682749087	0.00513458252	0	0.0006158088758	0.006280220544	0.004919211595	0.0008956731871	0	0.04419337541	0.008144940186	0.02505100936	0.004565974016	23	67	21	2	2	0	57	56
