YEAR	POP	AGE	BA	STI_NB	STI_BA	ASSYM	CANOPY_RATIO	UNDER_NB	OVER_NB	UNDER_BA	OVER_BA	UNDER_AGE	OVER_AGE	WATER_CONSUMED	WATER_NEEDED	WATER_CONSUMED_A	WATER_CONSUMED_B	WATER_CONSUMED_C	WATER_CONSUMED_D	WATER_CONSUMED_E	WATER_NEEDED_A	WATER_NEEDED_B	WATER_NEEDED_C	WATER_NEEDED_D	WATER_NEEDED_E	WATER_CONSUMED_INTOLERANT	WATER_NEEDED_INTOLERANT	WATER_CONSUMED_TOLERANT	WATER_NEEDED_TOLERANT	POP_A	POP_B	POP_C	POP_D	POP_E	POP_TOLERANT	POP_INTOLERANT
1	0	0	0	-nan	-nan	-nan	0	0	10	0	1.81928846	-nan	1	0.00235748291	0.0005605682664	0.0009231567383	0.001434326172	0	0	0	0.0002178563	0.0003427119664	0	0	0	0.001407623291	0.0003410738118	0.0009498596191	0.0002194944545	6	4	0	0	0	0	5	5
2	1	2	0.3952959382	0	0	0.8181381583	0	0	20	0	3.373116403	-nan	1.5	0.004135131836	0.0009981945213	0.001682281494	0.002452850342	0	0	0	0.0004132244188	0.0005849701025	0	0	0	0.002540588379	0.0006019215914	0.001594543457	0.0003962729299	13	7	0	0	0	0	10	10
3	2	3	0.9264888831	0	0	0.903294487	0	0	30	0	5.423509559	-nan	2	0.006797790527	0.001607071002	0.003009796143	0.003787994385	0	0	0	0.000713505904	0.0008935650977	0	0	0	0.003993988037	0.000943073769	0.00280380249	0.0006639972327	21	9	0	0	0	0	15	15
4	4	4	1.994164095	0.25	0.2016880919	0.9883065797	0	0	40	0	8.210995051	-nan	2.5	0.01031112671	0.002453796587	0.003288269043	0.007022857666	0	0	0	0.0007844954195	0.001669301167	0	0	0	0.005962371826	0.001423095858	0.004348754883	0.001030700729	23	17	0	0	0	0	20	20
5	7	4.857142857	3.679910616	0.1428571429	0.122457036	0.9704294649	0	0	49	0	11.22717369	-nan	3.020408163	0.0140914917	0.003371525695	0.003838416855	0.01025307484	0	0	0	0.0009222720451	0.00244925365	0	0	0	0.008269432266	0.00198310302	0.005822059433	0.001388422675	25	24	0	0	0	0	25	24
6	9	5.444444444	5.289177408	0.2222222222	0.1774125566	0.9713622482	0	0	59	0	15.05656235	-nan	3.508474576	0.01895141602	0.004542621195	0.004531841684	0.01330917499	0.001110399342	0	0	0.001094662774	0.00318829936	0.0002596590613	0	0	0.01136018712	0.002704268307	0.007591228891	0.001838352888	28	30	1	0	0	0	30	29
7	13	6	7.915326076	0.1538461538	0.1314589693	0.9696673361	0	0	69	0	19.62833808	-nan	4	0.02472305298	0.005961135558	0.005134348271	0.01609585598	0.003492848723	0	0	0.001232391123	0.003887567019	0.0008411774161	0	0	0.0148967912	0.003611591395	0.009826261778	0.002349544163	29	37	3	0	0	0	35	34
8	22	6.227272727	13.23625368	0.1818181818	0.1511035914	0.9607556452	0.001953125	1	77	0.04530471536	24.7183213	4	4.454545455	0.03123474121	0.007558100958	0.005233024937	0.02078556427	0.005216152008	0	0	0.00125481529	0.005057128854	0.001246156814	0	0	0.0193089839	0.004685015895	0.01192575731	0.002873085063	29	45	4	0	0	0	39	39
9	28	6.5	18.0909028	0.2142857143	0.1680627352	0.9578694426	0.005859375	3	84	0.2021018262	30.40430469	2.333333333	5.035714286	0.03840637207	0.009384839059	0.003593504927	0.02663806666	0.008174800488	0	0	0.0008953394103	0.006491845484	0.001997654165	0	0	0.0246123439	0.00604327006	0.01379402817	0.003341568999	23	58	6	0	0	0	43	44
10	36	7.444444444	24.58534755	0.2222222222	0.169767263	0.9663250845	0.005859375	0	95	0	37.41445947	-nan	5.505263158	0.04739379883	0.01153730294	0.003335867639	0.03263635084	0.01142158035	0	0	0.0007974051595	0.00787946861	0.002860429173	0	0	0.03108697699	0.007619434077	0.01630682184	0.003917868866	21	66	8	0	0	0	47	48
11	41	7.951219512	30.6739522	0.2195121951	0.1646001842	0.9588695267	0.01953125	0	104	0	44.61015268	-nan	5.961538462	0.0564994812	0.01383026566	0.003085661557	0.03264999454	0.02076382511	0	0	0.0007779325719	0.007928439718	0.005123893367	0	0	0.03745220279	0.00921295332	0.01904727841	0.004617312337	23	66	15	0	0	0	52	52
12	50	8.6	39.24806432	0.26	0.1818124371	0.9613442365	0.037109375	1	112	0.06384403988	53.08723714	6	6.473214286	0.06760025024	0.01661561048	0.003181791466	0.03634097469	0.02324279073	0.004834693357	0	0.0007990835885	0.008819760303	0.005770209286	0.001226557303	0	0.04515473287	0.0111826953	0.02244551738	0.005432915182	23	71	17	2	2	0	57	56
13	58	9.189655172	48.62527262	0.2931034483	0.1958484773	0.961118735	0.052734375	2	121	0.1797533773	63.15046667	6.5	6.950413223	0.08045196533	0.01988628633	0.003753964462	0.03708274216	0.0319036224	0.007711636304	0	0.0009474366757	0.009070555748	0.007867364825	0.002000929082	0	0.05433779006	0.01352578429	0.02611417528	0.006360502038	25	72	23	3	3	0	62	61
14	66	9.818181818	58.97955072	0.3333333333	0.2115840771	0.9553127982	0.08203125	3	130	0.3880327511	73.98671873	5.333333333	7.469230769	0.09464645386	0.02347869594	0.003913965859	0.04147456734	0.03576150453	0.01349641613	0	0.000985426359	0.01008248021	0.008962425157	0.003448364212	0	0.06443169311	0.01611788249	0.03021476075	0.007360813455	26	77	25	5	5	0	67	66
15	75	10.4	69.39221477	0.3733333333	0.2332527469	0.9558722533	0.1015625	3	138	0.3281881993	84.17782131	7.333333333	7.84057971	0.1071243286	0.02681619223	0.004062674484	0.04136776078	0.04429222838	0.01740166497	0	0.001036983722	0.01026573579	0.01101494798	0.004498524736	0	0.07284545676	0.0183588639	0.03427887185	0.008457328327	27	78	30	6	6	0	72	69
16	87	10.90804598	83.74984635	0.3908045977	0.2422694921	0.9483251227	0.125	3	148	0.2062157647	97.56226533	7.666666667	8.324324324	0.1245269775	0.03114962048	0.004279604846	0.04409029819	0.05186779407	0.02428928044	0	0.001097234052	0.01080237296	0.01303165569	0.006218357779	0	0.08544706309	0.02157116504	0.03907991445	0.009578455436	29	80	34	8	8	0	77	74
17	99	11.34343434	99.28708343	0.404040404	0.2476653529	0.9429151461	0.1484375	4	157	0.9875191908	110.9534904	7	8.840764331	0.1424827576	0.03587863929	0.005471114263	0.04686051178	0.05057460845	0.0350866244	0.004489898682	0.001407215251	0.01160994199	0.01286513712	0.008934030526	0.001062314409	0.0987706675	0.02505375675	0.04371209006	0.01082488255	35	80	33	12	12	1	82	79
18	105	11.92380952	113.2366442	0.4	0.2457689604	0.9432602498	0.17578125	11	157	1.888514645	123.949693	5.272727273	9.547770701	0.15990448	0.04053741027	0.004633901492	0.05166201126	0.04767910216	0.04335404993	0.01257541514	0.001296133806	0.0128889708	0.01214029624	0.01086769587	0.003344313546	0.111292875	0.0284311442	0.04861160496	0.01210626607	32	87	31	15	15	3	86	82
19	107	12.6728972	124.2500182	0.4112149533	0.2513239348	0.938876621	0.19140625	11	166	2.23344018	136.6046182	6	9.939759036	0.1772155762	0.04493928151	0.004367019266	0.05217103109	0.04799785935	0.05869091283	0.01398875363	0.001272583482	0.01323582614	0.01224000511	0.01464186878	0.003548997994	0.1230966929	0.03138434039	0.05411888325	0.01355494112	33	88	33	20	20	3	91	86
20	117	13.14529915	142.502909	0.4102564103	0.2505045006	0.9257892043	0.21484375	12	172	1.699643348	153.900224	5.083333333	10.59883721	0.1985244751	0.05060938991	0.004830131407	0.05104638629	0.05801252076	0.06057140927	0.02406402738	0.001337193882	0.01306653083	0.01475520392	0.01533471928	0.006115741992	0.1391322706	0.03564742828	0.05939220447	0.01496196162	34	86	39	20	20	5	95	89
21	121	13.82644628	158.3636764	0.4214876033	0.2513414373	0.9210614301	0.234375	11	180	2.044253028	170.493853	7.818181818	10.95555556	0.2207756042	0.05637910558	0.004682165026	0.04549845944	0.06698823409	0.07296723899	0.0306395067	0.001266418372	0.01159244346	0.01734422502	0.01843005024	0.007745968488	0.1554115157	0.03983048986	0.06536408857	0.01654861572	33	81	48	23	23	6	99	92
22	124	14.59677419	176.1393333	0.4193548387	0.246795378	0.9090317936	0.265625	9	190	1.871792484	190.112607	8.888888889	11.36315789	0.2450180054	0.06301306589	0.00504803413	0.04416414406	0.07255104958	0.06797514694	0.05527963067	0.001398252764	0.0114757386	0.01875713421	0.01744061481	0.01394132551	0.1739945361	0.04486774681	0.07102346927	0.01814531908	35	80	51	22	22	11	102	97
