YEAR	POP	AGE	BA	STI_NB	STI_BA	ASSYM	CANOPY_RATIO	UNDER_NB	OVER_NB	UNDER_BA	OVER_BA	UNDER_AGE	OVER_AGE	WATER_CONSUMED	WATER_NEEDED	WATER_CONSUMED_A	WATER_CONSUMED_B	WATER_CONSUMED_C	WATER_CONSUMED_D	WATER_CONSUMED_E	WATER_NEEDED_A	WATER_NEEDED_B	WATER_NEEDED_C	WATER_NEEDED_D	WATER_NEEDED_E	WATER_CONSUMED_INTOLERANT	WATER_NEEDED_INTOLERANT	WATER_CONSUMED_TOLERANT	WATER_NEEDED_TOLERANT	POP_A	POP_B	POP_C	POP_D	POP_E	POP_TOLERANT	POP_INTOLERANT
1	0	0	0	-nan	-nan	-nan	0	0	10	0	1.488808951	-nan	1	0.002113342285	0.00720573527	0.001434326172	0.0006790161133	0	0	0	0.00494553833	0.00226019694	0	0	0	0.001056671143	0.003535374756	0.001056671143	0.003670360514	8	2	0	0	0	0	5	5
2	0	0	0	-nan	-nan	-nan	0	0	20	0	2.880115555	-nan	1.5	0.004135131836	0.01376903619	0.003131866455	0.001003265381	0	0	0	0.01044230339	0.003326732805	0	0	0	0.002082824707	0.006871343009	0.002052307129	0.006897693184	17	3	0	0	0	0	10	10
3	0	0	0	-nan	-nan	-nan	0	0	28	0	4.03657126	-nan	2	0.005752563477	0.01934181631	0.003143310547	0.00260925293	0	0	0	0.01036236306	0.008979453244	0	0	0	0.002613067627	0.008869627239	0.00313949585	0.01047218907	20	8	0	0	0	0	15	13
4	0	0	0	-nan	-nan	-nan	0	0	36	0	5.915520269	-nan	2.5	0.00846862793	0.02839873164	0.003993988037	0.004474639893	0	0	0	0.01358242145	0.01481631019	0	0	0	0.003955841064	0.01336063885	0.004512786865	0.01503809279	23	13	0	0	0	0	19	17
5	0	0	0	-nan	-nan	-nan	0	0	41	0	6.912984174	-nan	2.829268293	0.009860992432	0.03318122463	0.003875732422	0.00598526001	0	0	0	0.01308281092	0.02009841372	0	0	0	0.004833221436	0.01613306146	0.005027770996	0.01704816317	24	17	0	0	0	0	22	19
6	0	0	0	-nan	-nan	-nan	0.00390625	0	47	0	8.361789739	-nan	3.170212766	0.01197433472	0.04005232732	0.004325866699	0.007648468018	0	0	0	0.014514425	0.02553790232	0	0	0	0.006195068359	0.02084782646	0.005779266357	0.01920450086	26	21	0	0	0	0	23	24
7	0	0	0	-nan	-nan	-nan	0.0078125	0	52	0	9.298983223	-nan	3.615384615	0.01345825195	0.04438220271	0.005104064941	0.008354187012	0	0	0	0.01652423812	0.02785796459	0	0	0	0.007614135742	0.02524247355	0.005844116211	0.01913972916	30	22	0	0	0	0	24	28
8	0	0	0	-nan	-nan	-nan	0.01171875	0	54	0	10.01098282	-nan	4.111111111	0.01439666748	0.04787368468	0.004859924316	0.009536743164	0	0	0	0.0159454554	0.03192822928	0	0	0	0.00825881958	0.02752353111	0.0061378479	0.02035015357	30	24	0	0	0	0	25	29
9	1	6	0.3906282342	0	0	0.9401992485	0.013671875	0	53	0	10.16665774	-nan	4.377358491	0.01463699341	0.04870406837	0.004688262939	0.009948730469	0	0	0	0.01548167877	0.0332223896	0	0	0	0.007865905762	0.02621163223	0.006771087646	0.02249243615	29	24	0	0	0	0	27	26
10	1	7	0.4155281542	0	0	0.9538949745	0.015625	0	55	0	10.19168052	-nan	4.563636364	0.0146446228	0.04880234998	0.005794525146	0.008850097656	0	0	0	0.0195877782	0.02921457178	0	0	0	0.007865905762	0.02628484893	0.006778717041	0.02251750104	35	20	0	0	0	0	29	26
11	2	7.5	0.8501953788	0	0	0.9591722379	0.01953125	0	49	0	8.757505976	-nan	4.510204082	0.01234817505	0.04197198418	0.00464630127	0.007701873779	0	0	0	0.01564656707	0.02632541711	0	0	0	0.006542205811	0.02217859453	0.005805969238	0.01979338966	30	19	0	0	0	0	26	23
12	1	8	0.4335533689	0	0	0.9644551968	0.02734375	0	50	0	8.441573722	-nan	4.62	0.012134552	0.04044813075	0.00423591152	0.007898640482	0	0	0	0.01417489093	0.02627323982	0	0	0	0.005697560159	0.01882388452	0.006436991842	0.02162424623	31	19	0	0	0	0	28	22
13	3	10.66666667	1.249841775	0.3333333333	0.310450841	0.982094315	0.03125	0	55	0	10.23155972	-nan	4.945454545	0.01480865479	0.04910088472	0.004724634891	0.01008401989	0	0	0	0.0157914049	0.03330947981	0	0	0	0.007234441037	0.02393305904	0.007574213748	0.02516782568	31	24	0	0	0	0	30	25
14	1	12	0.4013297484	1	1	1	0.0390625	0	55	0	9.647536182	-nan	5.036363636	0.01384353638	0.04632619178	0.005544196993	0.008299339384	0	0	0	0.01856858033	0.02775761145	0	0	0	0.006079185575	0.0206607494	0.007764350802	0.02566544237	34	21	0	0	0	0	32	23
15	2	14	0.8145953787	0.5	0.5095350914	0.980888237	0.044921875	0	52	0	9.317477456	-nan	5.346153846	0.01329803467	0.04486295234	0.004643453309	0.008654581359	0	0	0	0.01561849197	0.02924446037	0	0	0	0.005610452941	0.0194781769	0.007687581727	0.02538477544	30	22	0	0	0	0	32	20
16	2	15	0.8566745159	0.5	0.5016725284	0.9796649471	0.05078125	0	58	0	11.07156503	-nan	5.344827586	0.01583480835	0.05327800858	0.004039872277	0.01179493607	0	0	0	0.0135688947	0.03970911388	0	0	0	0.007297407996	0.02428858124	0.008537400353	0.02898942734	28	30	0	0	0	0	35	23
17	4	14.25	1.691217787	0.75	0.7301528268	0.9813609923	0.0546875	0	63	0	11.95226891	-nan	5.73015873	0.01718521118	0.05743376817	0.004975218559	0.01220999262	0	0	0	0.01696764773	0.04046612044	0	0	0	0.008038955533	0.02690386111	0.009146255648	0.03052990706	34	29	0	0	0	0	36	27
18	2	17	0.894492504	0.5	0.4563538208	0.9808838956	0.044921875	1	65	0.05490026291	12.28495857	8	5.738461538	0.01778793335	0.05923272931	0.005236889723	0.01255104363	0	0	0	0.01754655021	0.04168617911	0	0	0	0.009051316782	0.03005252727	0.008736616567	0.02918020204	35	31	0	0	0	0	37	29
19	1	19	0.5169111392	0	0	1	0.056640625	1	64	0.05594306711	11.92141881	9	5.3125	0.01717376709	0.05740974476	0.005003274034	0.01217049306	0	0	0	0.01679309653	0.04061664823	0	0	0	0.009529294812	0.03166336837	0.007644472278	0.02574637639	34	31	0	0	0	0	35	30
20	4	15.75	1.740172356	0	0	0.9970010082	0.06640625	1	62	0.08948496952	11.25987964	1	5.85483871	0.01627731323	0.05443340889	0.005685272115	0.01059204112	0	0	0	0.01907948605	0.03535392285	0	0	0	0.009030560878	0.0303018753	0.007246752354	0.02413153359	37	26	0	0	0	0	35	28
21	4	16.75	1.853649274	0	0	1	0.0703125	1	66	0.09246726231	11.90199285	2	6	0.01734161377	0.05740420273	0.005689310542	0.01165230323	0	0	0	0.01867356679	0.03873063594	0	0	0	0.01027417446	0.03415246928	0.007067439312	0.02325173345	39	28	0	0	0	0	36	31
